authors,title,abstract,year published,DOI,relevancy_score
"Alexander, Charles",Case report: Application of electrical stimulation and eccentric exercises vs. standard anterior cruciate ligament protocol post ACL reconstruction,"Background and Purpose: Capstone project that investigated common modalities implemented after ACL reconstruction to promote functional return of the lower extremities. Study design: Intervention case report with a 43-year-old athletic male who consented to the designed methods developed. Context: Chapter 1 is the introduction of the information that will be included. Chapter 2 is the literature review, which outlines the terms and search engines used to find literature support for this study. Chapter 3 is the case report, which provides details of the intervention with the patient. Chapter 4 is a discussion that communicates the strengths and limitations of this approach. Conclusion: NMES and eccentric exercises may be safe for ACL reconstruction rehabilitation. Further studies are needed to determine the effectiveness compared to ACL reconstruction rehabilitation protocols. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",2018,,1
"Alfonsson, Sven; Englund, Joakim; Parling, Thomas",Tailored text message prompts to increase therapy homework adherence: A single-case randomised controlled study,"Background: Psychotherapy homework completion is associated with positive treatment outcomes, but many patients show low adherence to prescribed assignments. Whether text-message prompts are effective in increasing adherence to assignments is unknown. Aims: To evaluate whether tailored daily text-message prompts can increase homework adherence in a stress/anxiety treatment. Method: This study used a randomised controlled single-case alternating treatment design with parallel replication in seven participants. Participants received a five-week relaxation program for stress and anxiety with daily exercises. The intervention consisted of daily text messages tailored for each participant. Phases with or without text messages were randomly alternated over the study course. Randomisation tests were used to statistically analyse differences in mean number of completed relaxation exercises between phases. Results: There was a significant (combined p = .018) effect of daily text messages on homework adherence across participants with weak to medium effect size improvements. No negative effects of daily text messages were identified. Conclusions: Tailored text messages can marginally improve adherence to assignments for patients in CBT. Further studies may investigate how text messages can be made relevant for more patients and whether text messages can be used to increase homework quality rather than quantity. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2019,https://doi.org/10.1017/bec.2019.10,1
"Alipouri, Mosayeb; Amiri, Ehsan; Hoseini, Rastegar; Hezarkhani, Leila Afshar",Effects of eight weeks of aerobic exercise and vitamin d supplementation on psychiatric comorbidities in men with migraine and vitamin d insufficiency: A randomized controlled clinical trial,"Background: High prevalence of psychiatric comorbidities associated with migraine increases the risk of evolution from episodic migraine to chronic migraine. This study investigated the effects of eight weeks of aerobic exercise and vitamin D supplementation on psychiatric comorbidities in men with migraine and vitamin D insufficiency. Methods: Forty-eight participants took part in this randomized controlled clinical trial and were allocated into four groups: aerobic exercise and vitamin D (AE + VD), aerobic exercise and placebo (AE + Placebo), vitamin D (VD), and Placebo. AE + VD and AE + Placebo groups performed three aerobic exercise sessions per week for eight weeks and received a vitamin D supplement and placebo, respectively. The VD group received a vitamin D supplement, and the Placebo group received a placebo for eight weeks. The depression severity, quality of sleep, and physical self-concept were measured at baseline and after eight weeks. Results: The results showed that depression severity was significantly lower in AE + VD compared to AE + Placebo, VD, and Placebo at the post-test. Our results demonstrated that in the post-test, the mean score of sleep quality in AE + VD was significantly lower than AE + Placebo, VD, and Placebo. Finally, the results revealed that after eight weeks of intervention, the physical self-concept in AE + VD was significantly higher than in VD and Placebo groups. Limitations: Not having complete control of sun exposure and the diet were the limitations. Conclusion: The results indicated that the concomitant application of AE and VD supplementation could provoke synergistic effects leading to additional psycho-cognitive health benefits in men with migraine and vitamin D insufficiency. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2023,https://doi.org/10.1016/j.jad.2023.04.108,1
"Alizadeh, Maryam; Mirzazadeh, Azim; Parmelee, Dean X.; Peyton, Elizabeth; Janani, Leila; Hassanzadeh, Gholamreza; Nedjat, Saharnaz","Uncover it, students would learn leadership from Team-Based Learning (TBL): The effect of guided reflection and feedback","Context: Little is known about best practices for teaching and learning leadership through Team-Based learning™ (TBL™) with medical students. We hypothesized that guided reflection and feedback would improve shared leadership and shared leadership capacity, and enhance team decision quality in TBL teams. We used the Kolb experiential learning theory as the theoretical framework. Method: The study was conducted at Tehran University of Medical Sciences. Three TBL sessions with 206 students (39 teams) participated in the study. Using a quasi-experimental design, one batch received guided reflection and feedback on their team leadership processes ( n = 20 teams) and the other received only TBL ( n = 19 teams). Observers measured shared leadership using a checklist. Shared leadership capacity was measured using a questionnaire. Scores on a team application exercise were used to assess quality of team decisions. Results: Evidence did not support our first hypothesis that reflection and feedback enhance shared leadership in TBL teams. Percentages of teams displaying shared leadership did not differ between intervention and control groups in sessions 1 ( p = 0.6), 2 ( p = 1) or 3 ( p = 1). The results did not support the second hypothesis. We found no difference in quality of decision making between the intervention and control groups for sessions 1 ( p = 0.77), 2 ( p = 0.23), or 3 ( p = 0.07). The third hypothesis that the reflection and feedback would have an effect on shared leadership capacity was supported ( T = −8.55, p > 0.001 adjusted on baseline; T = −8.55, p > 0.001 adjusted on gender). Discussion and conclusion: We found that reflection and feedback improved shared leadership capacity but not shared leadership behaviors or team decision quality. We propose medical educators who apply TBL, should provide guided exercise in reflection and feedback so that students may better understand the benefits of working in teams as preparation for their future roles as leaders and members of health care teams. (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",2017,https://doi.org/10.1080/0142159X.2017.1293237,1
"Allicock, Marlyn; Kendzor, Darla; Sedory, Abigail; Gabriel, Kelley Pettee; Swartz, Michael D.; Thomas, Priya; Yudkin, Joshua S.; Rivers, Aeisha",A pilot and feasibility mobile health intervention to support healthy behaviors in African American breast cancer survivors,"African American breast cancer (AA BC) survivors are more likely to have cancer-related comorbidities compared with other women, ultimately putting them at higher risk for overall mortality and breast cancer-specific mortality. Survivorship care guidelines emphasize the importance of attention to obesity, weight management, and physical activity. Mobile technologies have been effective for improving health behaviors among cancer survivors, though few studies have focused on AA BC survivors. Creating Healthy Actions through Technology (CHAT) was a 4-week pilot intervention that employed an ecological momentary assessment (EMA) to improve survivors’ physical activity and diet behaviors. We evaluated the acceptability, feasibility, and impact of a mHealth intervention for AA BC survivors. Participants ( N = 22) were randomized to intervention ( n = 13) or control ( n = 9). All participants completed daily EMAs via smartphone for 4 weeks and wore accelerometers for seven consecutive days at baseline, 4, and 8 weeks. Intervention participants additionally received tailored health messages. Diet was measured using a self-reported questionnaire and physical activity with accelerometers. Participant engagement was high. Of 84 EMA assessments, the average response was 63 (SD 16.1). Participant accelerometer wear was at least 6 of the 7 days (SD 1.7) for each assessment. Eighty-five percent of participants reported the intervention helped change behaviors. Intervention participants reduced their sedentary time by 4.37 (SD = 7.14) hours/day versus controls ( p = .05), reduced fast food intake by 1.5 servings ( p = 0.008), and increased vigorous activity by 0.56 (SD = 28.10) minutes, which was non-significant ( p = 0.959). Findings show feasibility and acceptability and potential of the intervention to positively impact physical activity among AA BC survivors. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1007/s40615-020-00767-x,10
"Almhdawi, Khader A.; Obeidat, Donia Saleh; Kanaan, Saddam F.; Oteir, Alaa O.; Mansour, Zaid Modhi; Alrabbaei, Hassan",Efficacy of an innovative smartphone application for office workers with chronic non-specific low back pain: A pilot randomized controlled trial,"Objective: To evaluate the efficacy of a newly developed evidence-based low back pain (LBP) management smartphone application. Design: A double-blinded randomized controlled trial where participants randomly assigned to either an experimental group (EG) or a control group (CG). Setting: Governmental and private institutions. Participants: About 40 office workers, aged 30 to 55 years, had pain due to non-specific LBP > 3 on Visual Analogue Scale, and with pain chronicity > 3 months. Interventions: The EG received full version of the application ‘Relieve my back’ included evidence-based instructions and therapeutic exercises for LBP management, whereas the CG received placebo version included instructions about nutrition. Main measures: Primary outcome measures included pain measured by Visual Analogue Scale (VAS), disability measured by Oswestry Disability Index (ODI), and quality of life measured by Short-Form Health Survey (SF-12). Results: Following six weeks of using the application, compared to CG, the EG group demonstrated significant decrease in pain intensity (−3.45 (2.21) vs −0.11 (1.66), P < 0.001), in ODI score (−11.05 (10.40) vs −0.58 (9.0), P = 0.002), and significant increase in physical component of SF-12 (12.85 (17.20) vs −4.63 (12.04), P = 0.001). Conclusion: ‘Relieve my back’ application might be efficacious in reducing pain and disability and improving the quality of life of office workers with non-specific LBP. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (Source: journal abstract)",2020,https://doi.org/10.1177/0269215520937757,4
"Almolda-Tomás, Francisco J.; Sevil-Serrano, Javier; Julián-Clemente, José A.; Abarca-Sos, Alberto; Aibar-Solana, Alberto; García-González, Luis",Application of teaching strategies for improving students' situational motivation in physical education,"Introduction: Physical Education (PE) is a way of promoting sports in adolescents, and teachers can encourage this sport adherence by generating motivation in students through their teaching intervention. The aim of the study was to develop and implement teaching intervention strategies to generate an optimal motivational climate and assess their impact on different variables that affect students' situational motivation in Physical Education classes. The Achievement Goal Theory and the Self-determination Theory were taken as reference. Method: The intervention was based on the TARGET areas, developing an orientational teaching unit with the participation of 113 3 rd year ESO (secondary education) students (58 boys and 53 girls; M age = 14.83 and SD = 0.72), who were divided into an experimental group (n = 46) and a control group (n = 67). Different instruments were used to measure perceived motivational climate, basic psychological needs, self-determined situational motivation and affective consequences (satisfaction-enjoyment and boredom). Results: The results showed that the experimental group obtained significantly higher values with respect to the control group in the mastery motivational climate, as well as in autonomy, perceived competence, identified regulation and satisfaction-enjoyment. The amotivation values were significantly lower in the experimental group. Discussion: The results highlight the importance of the PE teacher transmitting task motivational climates to optimise different variables that affect motivation in PE classes, thus improving the teaching-learning process Conclusion. We highlight that the TARGET areas are effective to optimise the teaching intervention in the orientational content and to help improve the students' motivation in PE. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",2014,,1
"Alqahtani, Felwah; Meier, Sandra; Orji, Rita",Personality-based approach for tailoring persuasive mental health applications,"Persuasive mental health applications (apps) are effective tools for promoting behavior change. Tailoring persuasive interventions can boost their effectiveness. Research has shown that there is a relationship between individuals’ personality traits and their susceptibility to various features of a persuasive app. The aim of this paper was twofold. First, we explore the relationships between personality and features of a persuasive app for promoting mental and emotional well-being. Second, we explore possible domain-dependent variability on the relation between personality and persuasive features across various domains (e.g., habit formation, fitness, risky behaviors change, transportation habits). Specifically, to advance research in the area of personality and computing app design, first, we reviewed 103 mental health apps from the app stores and uncovered the various persuasive features employed in their design. Second, we conducted focus-group studies of 32 participants to uncover more insights about the mental health app features. Finally, we implemented the common features that emerged from these two studies in persuasive mental health app prototypes and conducted a large-scale study of 561 users to evaluate their persuasiveness depending on people’s personalities. The results of the large-scale study show that people’s personality traits play a significant role in the perceived persuasiveness of different features—the app features that appeal to various individuals. Conscientious people tend to be motivated by apps that offer relaxation audios, encouragement, suggestions and trusted information, contact for help; Neurotic people are more inclined to apps that provide some relaxation exercises and audios, social support, and apps with a clear privacy policy; People who are more open to experience tend to be motivated by self-monitoring, relaxation exercises and audios, and social support. Finally, we provide a comparative analysis of the relationship between personality traits and persuasive features across various domains to show domain dependency of persuasive feature effectiveness and offer design guidelines for tailoring persuasive and behavior change apps based on an individual’s personality. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1007/s11257-021-09289-5,1
"Ambeba, Erica J.; Ye, Lei; Sereika, Susan M.; Styn, Mindi A.; Acharya, Sushama D.; Sevick, Mary Ann; Ewing, Linda J.; Conroy, Molly B.; Glanz, Karen; Zheng, Yaguang; Goode, Rachel W.; Mattos, Meghan; Burke, Lora E.",The use of mHealth to deliver tailored messages reduces reported energy and fat intake,"Background: Evidence supports the role of feedback in reinforcing motivation for behavior change. Feedback that provides reinforcement has the potential to increase dietary self-monitoring and enhance attainment of recommended dietary intake. Objective: The aim of this study was to examine the impact of daily feedback (DFB) messages, delivered remotely, on changes in dietary intake. Methods: This was a secondary analysis of the Self- Monitoring And Recording using Technology (SMART) Trial, a single-center, 24-month randomized clinical trial of behavioral treatment for weight loss. Participants included 210 obese adults (mean body mass index, 34.0 kg/m²) who were randomized to either a paper diary (PD), personal digital assistant (PDA), or PDA plus daily tailored feedback messages (PDA + FB). To determine the role of daily tailored feedback in dietary intake, we compared the self-monitoring with DFB group (DFB group; n = 70) with the self-monitoring without DFB group (no-DFB group, n = 140). All participants received a standard behavioral intervention for weight loss. Self-reported changes in dietary intake were compared between the DFB and no-DFB groups and were measured at baseline and at 6, 12, 18, and 24 months. Linear mixed modeling was used to examine percentage changes in dietary intake from baseline. Results: Compared with the no-DFB group, the DFB group achieved a larger reduction in energy (–22.8% vs –14.0%; P = .02) and saturated fat (–11.3% vs -0.5%; P = .03) intake and a trend toward a greater decrease in total fat intake (–10.4% vs –4.7%; P = .09). There were significant improvements over time in carbohydrate intake and total fat intake for both groups ( P values < .05). Conclusion: Daily tailored feedback messages designed to target energy and fat intake and delivered remotely in real time using mobile devices may play an important role in the reduction of energy and fat intake. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",2015,https://doi.org/10.1097/JCN.0000000000000120,1
"Ammar, Achraf; Mueller, Patrick; Trabelsi, Khaled; Chtourou, Hamdi; Boukhris, Omar; Masmoudi, Liwa; Bouaziz, Bassem; Brach, Michael; Schmicker, Marlen; Bentlage, Ellen; How, Daniella; Ahmed, Mona; Aloui, Asma; Hammouda, Omar; Paineiras-Domingos, Laisa Liane; Braakmanjansen, Annemarie; Wrede, Christian; Bastoni, Sophia; Pernambuco, Carlos Soares; Mataruna-Dos-Santos, Leonardo Jose; Taheri, Morteza; Irandoust, Khadijeh; Khacharem, Aïmen; Bragazzi, Nicola L.; Washif, Jad Adrian; Glenn, Jordan M.; Bott, Nicholas T.; Gargouri, Faiez; Chaari, Lotfi; Batatia, Hadj; Khoshnami, Samira C.; Samara, Evangelia; Zisi, Vasiliki; Sankar, Parasanth; Ahmed, Waseem N.; Ali, Gamal Mohamed; Abdelkarim, Osama; Jarraya, Mohamed; Abed, Kais El; Romdhani, Mohamed; Souissi, Nizar; Van Gemert-Pijnen, Lisette; Bailey, Stephen J.; Moalla, Wassim; Gómez-Raja, Jonathan; Epstein, Monique; Sanderman, Robbert; Schulz, Sebastian; Jerg, Achim; Al-Horani, Ramzi; Mansi, Taysir; Jmail, Mohamed; Barbosa, Fernando; Ferreira-Santos, Fernando; Šimunič, Boštjan; Pišot, Rado; Gaggioli, Andrea; Zmijewski, Piotr; Steinacker, Jürgen M.; Strahler, Jana; Riemann, Laurel; Riemann, Bryan L.; Mueller, Notger; Chamari, Karim; Driss, Tarak; Hoekelmann, Anita",Psychological consequences of COVID-19 home confinement: The ECLB-COVID19 multicenter study,"Background: Public health recommendations and government measures during the COVID-19 pandemic have enforced restrictions on daily-living. While these measures are imperative to abate the spreading of COVID-19, the impact of these restrictions on mental health and emotional wellbeing is undefined. Therefore, an international online survey (ECLB-COVID19) was launched on April 6, 2020 in seven languages to elucidate the impact of COVID-19 restrictions on mental health and emotional wellbeing. Methods: The ECLB-COVID19 electronic survey was designed by a steering group of multidisciplinary scientists, following a structured review of the literature. The survey was uploaded and shared on the Google online-survey-platform and was promoted by thirty-five research organizations from Europe, North-Africa, Western-Asia and the Americas. All participants were asked for their mental wellbeing (SWEMWS) and depressive symptoms (SMFQ) with regard to “during” and “before” home confinement. Results: Analysis was conducted on the first 1047 replies (54% women) from Asia (36%), Africa (40%), Europe (21%) and other (3%). The COVID-19 home confinement had a negative effect on both mental-wellbeing and on mood and feelings. Specifically, a significant decrease ( p < .001 and Δ% = 9.4%) in total score of the SWEMWS questionnaire was noted. More individuals (+12.89%) reported a low mental wellbeing “during” compared to “before” home confinement. Furthermore, results from the mood and feelings questionnaire showed a significant increase by 44.9% ( p < .001) in SMFQ total score with more people (+10%) showing depressive symptoms “during” compared to “before” home confinement. Conclusion: The ECLB-COVID19 survey revealed an increased psychosocial strain triggered by the home confinement. To mitigate this high risk of mental disorders and to foster an Active and Healthy Confinement Lifestyle (AHCL), a crisis-oriented interdisciplinary intervention is urgently needed. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2020,https://doi.org/10.1371/journal.pone.0240204,1
"Anderson, Gaynell",Physical therapy treatment for pelvic floor dysfunction: Multifaceted approach,"Background and purpose: Pelvic Floor Disorders (PFD) have gained recognition in the health care arena, not only due to rising incidence, but also due to rising health care costs and economic burdens. Because of the diverse and multifactorial nature of both impairments and symptoms of pelvic floor disorders, successful treatment outcomes have been difficult. The purpose of this case report was to demonstrate the application of an encompassing physical therapy approach to the treatment of pelvic floor dysfunction and demonstrate functional outcomes towards return to optimal pain free function. Case Description: The patient was an otherwise healthy, ectomorphic 63-year-old female with insidious onset of diverse pelvic symptoms including left groin/hip pain, bilateral thigh pain, low back pain, dyspareunia, urinary urgency, and irregular defecation. Symptoms were moderate to severe, with patient reporting functional and leisure activity level at 10% to that of her normal level. Physical therapy evaluation and interventions focused on areas of involvement including the pelvic floor, the pelvic girdle, and the diaphragm and integrated various treatment techniques including manual therapy and exercise prescription with patient preference direction. Functional outcomes were determined through objective measures of involved tissues, subjective measure tools including Lower Extremity Functional Score (LEFS) and pelvic floor questionnaire (short form 7), and patient subjective input. Following physical therapy interventions and Total Hip Arthroplasty, the patient reported achieving pain free function with dissipation of all subjective complaints and improved objective measures of all components contributing to measures of pelvic girdle stabilization, strength, mobility, and coordinated functioning. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",2018,,1
"Anderson-Bill, Eileen Smith; Winett, Richard A.; Wojcik, Janet R.","Social cognitive determinants of nutrition and physical activity among web-health users enrolling in an online intervention: The influence of social support, self efficacy, outcomes expectations, and self-regulation","Background: The Internet is a trusted source of health information for growing majorities of Web users. The promise of online health interventions will be realized with the development of purely online theory-based programs for Web users that are evaluated for program effectiveness and the application of behavior change theory within the online environment. Little is known, however, about the demographic, behavioral, or psychosocial characteristics of Web-health users who represent potential participants in online health promotion research. Nor do we understand how Web users’ psychosocial characteristics relate to their health behavior—information essential to the development of effective, theory-based online behavior change interventions. Objective: This study examines the demographic, behavioral, and psychosocial characteristics of Web-health users recruited for an online social cognitive theory (SCT)-based nutrition, physical activity, and weight gain prevention intervention, the Web-based Guide to Health (WB-GTH). Methods: Directed to the WB-GTH site by advertisements through online social and professional networks and through print and online media, participants were screened, consented, and assessed with demographic, physical activity, psychosocial, and food frequency questionnaires online (taking a total of about 1.25 hours); they also kept a 7-day log of daily steps and minutes walked. Results: From 4700 visits to the site, 963 Web users consented to enroll in the study: 83% (803) were female, participants’ mean age was 44.4 years (SD 11.03 years), 91% (873) were white, and 61% (589) were college graduates; participants’ median annual household income was approximately US $85,000. Participants’ daily step counts were in the low-active range (mean 6485.78, SD 2352.54) and overall dietary levels were poor (total fat g/day, mean 77.79, SD 41.96; percent kcal from fat, mean 36.51, SD 5.92; fiber g/day, mean 17.74, SD 7.35; and fruit and vegetable servings/day, mean 4.03, SD 2.33). The Web-health users had good self-efficacy and outcome expectations for health behavior change; however, they perceived little social support for making these changes and engaged in few self-regulatory behaviors. Consistent with SCT, theoretical models provided good fit to Web-users’ data (root mean square error of the approximation [RMSEA] < .05). Perceived social support and use of self-regulatory behaviors were strong predictors of physical activity and nutrition behavior. Web users’ self-efficacy was also a good predictor of healthier levels of physical activity and dietary fat but not of fiber, fruits, and vegetables. Social support and self-efficacy indirectly predicted behavior through self-regulation, and social support had indirect effects through self-efficacy. Conclusions: Results suggest Web-health users visiting and ultimately participating in online health interventions may likely be middle-aged, well-educated, upper middle class women whose detrimental health behaviors put them at risk of obesity, heart disease, some cancers, and diabetes. The success of Internet physical activity and nutrition interventions may depend on the extent to which they lead users to develop self-efficacy for behavior change, but perhaps as important, the extent to which these interventions help them garner social-support for making changes. Success of these interventions may also depend on the extent to which they provide a platform for setting goals, planning, tracking, and providing feedback on targeted behaviors. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2011,https://doi.org/10.2196/jmir.1551,6
"Anderson-Bill, Eileen Smith; Winett, Richard A.; Wojcik, Janet R.; Winett, Sheila G.","Web-based guide to health: Relationship of theoretical variables to change in physical activity, nutrition and weight at 16-months","Background: Evaluation of online health interventions should investigate the function of theoretical mechanisms of behavior change in this new milieu. Objectives: To expand our understanding of how Web-based interventions influence behavior, we examined how changes at 6 months in participants’ psychosocial characteristics contributed to improvements at 16 months in nutrition, physical activity (PA), and weight management as a result of the online, social cognitive theory (SCT)-based Guide to Health intervention (WB-GTH). Methods: We conducted recruitment, enrollment, and assessments online with 272 of 655 (41.5%) participants enrolling in WB-GTH who also completed 6- and 16-month follow-up assessments. Participants’ mean age was 43.68 years, 86% were female, 92% were white, mean education was 17.45 years, median income was US $85,000, 84% were overweight or obese, and 73% were inactive. Participants received one of two equally effective versions of WB-GTH. Structural equation analysis of theoretical models evaluated whether psychosocial constructs targeted by WB-GTH contributed to observed health behavior changes. Results: The longitudinal model provided good fit to the data (root mean square error of approximation total = -.34, P = .01), consumption of fruits and vegetables (F&V) (beta total = -.20, P = .03) and calorie intake (beta total = .15, P = .04). Improvements at 6 months in PA self-efficacy (beta total = -.10, P = .03), PA self-regulation (beta total = -.15, P = .01), nutrition social support (beta total = -.08, P = .03), and nutrition outcome expectations (betatotal = .08, P = .03) also contributed to weight loss. WB-GTH users with increased social support (betatotal = .26, P = .04), self-efficacy (beta total = .30, P = .01), and self-regulation (beta total = .45, P = .004) also exhibited improved PA levels. Decreased fat and sugar consumption followed improved social support (beta total = -.10, P = .02), outcome expectations (beta total= .15, P = .007), and self-regulation (beta total = -.14, P = .008). Decreased calorie intake followed increased social support (beta total = -.30, P < .001). Increased F&V intake followed improved self-efficacy (beta total = .20, P = .01), outcome expectations (beta total = -.29, P = .002), and self-regulation (beta total = .27, P = .009). Theorized indirect effects within SCT variables were also supported. Conclusions: The WB-GTH influenced behavior and weight loss in a manner largely consistent with SCT. Improving social support, self-efficacy, outcome expectations, and self-regulation, in varying combinations, led to healthier diet and exercise habits and concomitant weight loss. High initial levels of self-efficacy may be characteristic of Web-health users interested in online interventions and may alter the function of SCT in these programs. Researchers may find that, although increased self-efficacy enhances program outcomes, participants whose self-efficacy is tempered by online interventions may still benefit. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2011,https://doi.org/10.2196/jmir.1614,6
"Andersson, Christina","Compassionate mind training and its relationship with perceived stress, poor mental health, self-compassion and benevolence","Background: University students and employees are two populations where stress-related problems, anxiety, and depression are increasing. Interventions must be found to reverse this trajectory and to improve mental health. Research on self-compassion and compassion training as a strategy to handle high levels of perceived stress, depression, and anxiety has increased internationally during the last years. Accessibility to new effective health programs is important to spur the development within this field of psychology and mental health forward. Further, testing different delivery formats is important both in regard to accessibility as well as cost and time efficiency.Aims: The purpose of this thesis was to develop a compassionate mind training intervention and examine its effects on mental health and stress-related problems in two groups of adults (university students and employees). Furthermore, the prosocial concept of benevolence was measured to increase the understanding of the concept and its relation to self-compassion, anxiety, depression, perceived stress, and emotional exhaustion.Four studies were performed. The aim of the first study was to evaluate the effects of compassionate mind training on stress-related problems in university students compared with affect-focused training. Study II's aim was to evaluate the effect of compassionate mind training provided by a digital mental health solution using a smartphone application on stress-related problems in university students compared with an active control group following a mindfulness program using a smartphone application and a passive waitlist control group, respectively. In study III, the aim was to evaluate the effect of compassionate mind training on stress-related problems among employees in two work organizations compared with physical exercise. Study IV investigated the associations between the psychological concepts of benevolence and stress, mental ill-health, and self-compassion among employees.Study I: Comparing the effects of compassionate mind training to an affect-focused training on university students with self-defined high levels of stress.Study II: Comparing the effects of digital compassionate mind training to an active control consisting of digital mindfulness training and a passive waitlist control on university students with stress-related problems.Study III: Comparing the effects of compassionate mind training to physical exercise on employees with self-defined high perceived stress in two organizations.Study IV: Investigating the associations between the psychological concept of benevolence and perceived stress, mental ill-health (e.g., emotional exhaustion, anxiety, and depression symptoms), satisfaction with life, and self-compassion among employees in two datasets.Methods: A compassionate mind training program was developed and evaluated in randomized controlled trials (studies I, II and III) and the data were analyzed by mixed effects models. Study IV used a cross-sectional design. An informed consent form was filled out by all participants in each study.Study I included 55 Swedish university students (mean age = 26) randomized to compassionate mind training (n = 28) and affect-focused training (n = 27). Assessment was done at pre- and posttraining evaluating participants' self-reports on a self-compassion scale short form (SCS-SF), hospital anxiety and depression scale (HADS), and perceived stress scale (PSS-14). (PsycInfo Database Record (c) 2023 APA, all rights reserved)",2023,,1
"Andersson, Stig Haugsboe; Bahr, Roald; Olsen, Magnus Johnsen; Myklebust, Grethe","Attitudes, beliefs, and behavior toward shoulder injury prevention in elite handball: Fertile ground for implementation","We aimed to examine attitudes, beliefs, and current behavior toward risk factors and prevention of shoulder injuries, and to investigate the application of an exercise program during a cluster‐randomized controlled trial aiming to prevent shoulder injuries in elite handball. All captains and coaches of 44 elite handball teams (22 male and 22 female) constituting the intervention (21 teams) and control arm (n = 23 teams) in the trial were invited to take part in a survey. A questionnaire, based on the Reach, Efficacy, Adoption, Implementation, and Maintenance framework, addressing the end user perspective on risk factors and prevention of shoulder injuries, as well as key issues related to the application of the Oslo Sports Trauma Research Center (OSTRC) Shoulder Injury Prevention Programme, was distributed using electronic survey software. The response rate was 100%. Overall, the majority of coaches (84%) and captains (89%) believed that handball players are at high risk for shoulder injuries. All delivery agents in the trial reported to be familiar with the exercise program and the majority believed in a preventative effect (coaches 90% and captains 81%). Only a minority reported full compliance with the recommended frequency (coaches 29%, captains 14%), with program being too time‐consuming (coaches 67%, captains 81%) and lack of player motivation (coaches 76%, captains 62%) as the main barriers. Our results suggest that there is fertile ground for implementation of the OSTRC Shoulder Injury Prevention Programme in elite handball, with program length and lack of player motivation as the main barriers to overcome. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2019,https://doi.org/10.1111/sms.13522,1
"Andrade, Andre Q.; Beleigoli, Alline; De Fatima Diniz, Maria; Ribeiro, Antonio Luiz",Influence of baseline user characteristics and early use patterns (24-hour) on long-term adherence and effectiveness of a web-based weight loss randomized controlled trial: Latent profile analysis,"Background: Low adherence to real-world online weight loss interventions reduces long-term efficacy. Baseline characteristics and use patterns are determinants of long-term adherence, but we lack cohesive models to guide how to adapt interventions to users' needs. We also lack information whether very early use patterns (24 hours) help describe users and predict interventions they would benefit from. Objective: We aim to understand the impact of users' baseline characteristics and early (initial 24 hours) use patterns of a web platform for weight loss on user adherence and weight loss in the long term (24 weeks). Methods: We analyzed data from the POEmaS randomized controlled trial, a study that compared the effectiveness of a weight loss platform with or without coaching and a control approach. Data included baseline behavior and use logs from the initial 24 hours after platform access. Latent profile analysis (LPA) was used to identify classes, and Kruskal-Wallis was used to test whether class membership was associated with long-term (24 weeks) adherence and weight loss. Results: Among 828 participants assigned to intervention arms, 3 classes were identified through LPA: class 1 (better baseline health habits and high 24-hour platform use); class 2 (better than average health habits, but low 24-hour platform use); class 3 (worse baseline health habits and low 24-hour platform use). Class membership was associated with long-term adherence (P<.001), and class 3 members had the lowest adherence. Weight loss was not associated with class membership (P=.49), regardless of the intervention arm (platform only or platform + coach). However, class 2 users assigned to platform + coach lost more weight than those assigned to platform only (P=.02). Conclusions: Baseline questionnaires and use data from the first 24 hours after log-in allowed distinguishing classes, which were associated with long-term adherence. This suggests that this classification might be a useful guide to improve adherence and assign interventions to individual users. Trial registration: ClinicalTrials.gov NCT03435445; https://clinicaltrials.gov/ct2/show/NCT03435445. International Registered Report Identifier (IRRID): RR2-10.1186/s12889-018-5882-y. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.2196/26421,4
